words,meanings,score,correct,appear
inspiring,（人を）やる気にさせるような、鼓舞するような、触発するような,0.0,0,0
nominate,推薦する、ノミネートする,0.0,0,0
accolade,栄誉、称賛,0.0,0,0
packaging,パッケージ、梱包,0.0,0,0
revitalize,復活させる、再活性化する、復興する,0.0,0,0
stagnant,停滞した,0.0,0,0
remark,コメントする、言葉、コメント、意見,0.0,0,0
executive,重役、重役の、高級な,0.0,0,0
assorted,詰め合わせの,0.0,0,0
transform,（姿、性質などを）一変させる,0.6666666666666667,2,2
ordinary,普通の、通常の,0.0,0,0
stunning,驚くほど美しい、驚くほど魅力的な,0.0,0,0
deviate,それる,0.0,0,1
suggest,提案する、示唆する,0.5,1,1
app,アプリ,0.5,1,1
alert,知らせる、警告する、警戒した、警報,0.0,0,0
notification,通知,0.0,0,0
deposit,保証金、頭金、敷金、預け入れる,0.0,0,1
retain,保管する、保持する、維持する,0.0,0,0
duration,継続期間,0.0,0,0
lease,賃貸借、賃貸借する,0.0,0,0
term,期間、観点、条件,0.0,0,0
utility,（ガスなどの）公共サービス,0.0,0,0
warn,警告する,0.0,0,0
resident,住民、住人,0.0,0,0
extended,長期の、長時間の,0.0,0,0
outage,機能停止期間、供給停止期間,0.0,0,0
grocery,食品雑貨,0.0,0,0
benefit,～から恩恵を受ける、～のためになる、特典、福利厚生、恩恵,0.0,0,0
compost,～をたい肥にする,0.0,0,0
food waste,食品廃棄物,0.0,0,0
dispose,処分する,0.0,0,0
abundant,十分な、豊富な,0.0,0,0
evidence,証拠、証明,0.0,0,0
role model,模範となる人、お手本となる人,0.0,0,0
crucial,非常に重要な,0.0,0,1
coworker,同僚,0.0,0,0
motivate,やる気にさせる,0.0,0,0
organization,組織、団体、会社,0.0,0,0
furnished,家具付きの,0.0,0,0
equip,備え付ける、装備する,0.0,0,0
amenity,生活を便利にするもの,0.0,0,0
comfortable,快適な、楽な、自身がある,0.0,0,0
enjoyable,楽しい,0.0,0,1
a course of action,一連の講堂,0.0,0,0
a number of,いくつかの,0.0,0,0
a wealth of,豊富な,0.0,0,0
above all,とりわけ、なによりも,0.0,0,0
after all,結局,0.0,0,0
ahead of schedule,予定より早く,0.0,0,0
along with,～と一緒に,0.0,0,0
among other things,とりわけ、何よりも,0.0,0,0
as a whole,全体として,0.5,1,1
as early as,早ければ,0.0,0,0
as far as,～する範囲では,0.0,0,0
as of,～以降、～付で,0.0,0,0
aside from,～は別として,0.0,0,0
at all times,常時,0.0,0,0
as least,少なくとも,0.0,0,0
at the last,遅くとも,0.0,0,2
at your earliest convenience,あなたの都合がつき次第,0.0,0,1
be credited with,～の功績があるとされる,0.0,0,0
be supposed to do,～することになっている,0.0,0,0
behind schedule,予定より遅れて,0.0,0,0
box office,チケット売り場,0.0,0,0
bulk order,大量注文、大口発注,0.0,0,0
by a wide margin,大差で,0.0,0,1
by any chance,ひょっとして,0.0,0,0
by means of,～という手段で,0.0,0,0
can you do me a favor?,お願いがあるのですが,0.0,0,0
dome up with,～を思いつく,0.0,0,0
cordially invite,謹んで招待する,0.0,0,0
deal with,～を扱う,0.0,0,0
depend on,～次第だ、～に頼る,0.0,0,0
drop off,～を預ける,0.0,0,0
Either is fine.,どちらでもかまいません。,0.0,0,0
field trip,郊外学習、現地調査,inf,14,0
figure out,理解する,0.0,0,0
fill out,記入する,0.0,0,0
for futher information,詳しくは,0.0,0,0
for instance,たとえば,0.0,0,0
get in touch with,連絡を取る,0.0,0,0
has/have yet to do,まだ～してない,0.0,0,0
in a rush,大急ぎで,0.0,0,0
in a timely manner,タイミングよく,0.0,0,0
in accordance with,～に従って,0.0,0,1
in an effort to do,～しようとして,0.0,0,0
in charge of,～を担当している,0.0,0,0
in fact,実際,0.0,0,0
in for a treat,もうすぐ楽しいことがある,0.0,0,0
in keeping with,～に合わせて,0.0,0,1
in person,直接、直に,0.0,0,0
in progress,進行中,0.0,0,0
in short,要するに,0.5,1,1
in the long run,長期的には,0.0,0,0
in the meantime,その間、それまでの間,0.0,0,0
in the process of,～の最中,0.0,0,0
in time for,～に間に合って,0.0,0,0
in writing,書面で,0.0,0,0
instead of,～の代わりに,0.0,0,0
it has come to our attention that,～が我々の知るところとなった,0.0,0,0
job fair,就職説明会,0.0,0,0
keep in mind that,～を念頭に置く,0.0,0,0
keep up with,～に追いつく,0.0,0,0
live up to,（期待などに）応える,0.0,0,1
look no further than,～以外を見る必要はない,0.0,0,1
look to do,～しようとする,0.0,0,0
lost and found,遺失物取扱所,0.0,0,1
make room for,～のためにスペースを開ける,0.0,0,0
make sense,もっともだ,0.0,0,0
narrow down,候補を絞り込む,0.0,0,0
no later than,遅くとも,0.0,0,0
no longer,もはや～ない,0.5,1,1
not only X but Y as well,XだけでなくYも,0.5,1,1
null and void,無効の,0.0,0,0
on a budget,限られた予算内で,0.0,0,0
"on a first-come, first-served basis",先着順で,0.0,0,1
on average,平均で,0.0,0,0
on behalf of,～を代表して,0.0,0,0
on one's way to,～への途中に,0.0,0,0
on such short notice,とても急な知らせで,0.0,0,0
on time,時間通りに,0.0,0,0
open to the public,一般公開されている,0.0,0,0
out of order,故障中,0.0,0,0
out of paper,紙切れ,0.0,0,0
out of place,場違いの,0.0,0,0
out of print,絶版の,0.0,0,0
out of service,運転休止中,0.0,0,0
out of shape,体調が万全ではない,0.0,0,0
out of stock,在庫切れ,0.0,0,0
out of town,町を離れて,0.5,1,1
parking lot,駐車場,0.0,0,0
pass up the opportunity,チャンスを見送る,0.0,0,0
pay off,実を結ぶ、完済する,0.0,0,0
plenty of,たくさんの、十分な,0.0,0,0
press conference,記者会見,0.0,0,0
press release,報道機関向け発表,0.5,1,1
quite a few,かなりの数の,0.0,0,1
rather than,～よりむしろ,0.0,0,0
regardless of,～とは無関係に,0.5,1,1
report to work,出勤する,0.0,0,0
right away,ただちに,0.0,0,0
room and board,部屋代と食事代,0.0,0,0
round-trip ticket,往復のチケット,0.0,0,0
run into,～と出くわす,0.0,0,0
set aside,～を取っておく,0.0,0,0
should you have any questions,もしご質問があれば,0.0,0,0
spare no expense,出費を惜しまない,0.0,0,0
speak highly of,～をほめる,0.0,0,1
stuck in traffic,渋滞にハマって,0.0,0,0
take advantage of,～を利用する,0.0,0,0
take effect,有効に成る,0.0,0,0
take place,起こる、開催される,0.0,0,0
thanks to,～のおかげで,0.0,0,0
to whom it may concern,ご担当者様,0.0,0,0
trade show,見本市,0.0,0,0
until further notice,別途通知があるまでの間,0.0,0,0
upon request,リクエストがあり次第,0.0,0,1
wear and tear,摩耗,0.0,0,0
well in advance,十分前もって,0.0,0,0
when it comes to,～に関して言えば,0.0,0,0
with the exception of,～を例外として,0.0,0,0
within walking distance,徒歩圏内,0.0,0,0
work ethic,勤労意欲,0.0,0,0
mayor,町長、市長,0.0,0,0
stress,強調する、ストレス、強調,0.0,0,0
jeopardy,危機、危険,0.0,0,0
federal,連邦政府の,0.0,0,0
funding,資金提供、財政支援,0.0,0,0
withdraw,撤収する、（金を）おろす、（支援などを）取り下げる,0.0,0,0
conform,（規則などに）会う、一致する、従う,0.0,0,1
stringent,非常に厳しい,0.0,0,0
standard,基準、標準の,0.0,0,0
compensate,補償する,0.0,0,0
comoetitive,他に負けない、競争の激しい,0.0,0,0
benefit,福利厚生、特典、恩恵、～のためになる、～から恩恵を受ける,0.0,0,0
coverage,補償、報道,0.0,0,0
allowance,手当、小遣い、許容量,0.0,0,0
delegation,代表団、委譲,0.0,0,0
participate,参加する,0.0,0,0
competition,競技会、コンテスト、競争,0.5408653846153846,15,26
accompany,同行する、ついてくる、伴奏する,0.0,0,0
personnel,職員、従業員、人事部,0.0,0,0
attorney,弁護士,0.0,0,0
specialize,専門とする,0.0,0,0
patent,特許、特許を取る,0.0,0,0
trademark,商標,0.0,0,0
copyright,著作権,0.0,0,0
consolidate,統合する,0.0,0,0
subsidiary,子会社,0.0,0,0
bolster,強化する、補強する、テコ入れする,0.0,0,0
competitiveness,競争力,0.0,0,0
parton,利用者、愛用者,0.0,0,0
performance,公演、業績、成績、仕事ぶり、性能,0.0,0,0
intermission,休憩時間,0.25,1,2
discretion,裁量、決定権,0.0,0,1
once,いったん～したら、一度、かつて,0.0,0,0
remaining,残りの,0.0,0,0
inventory,在庫,0.0,0,0
deplete,使い果たす、激減させる,0.0,0,0
lawn mower,芝刈り機,0.0,0,0
discontinued,（製造、販売が）終了した,0.0,0,0
unveil,披露する、公表する,0.0,0,0
commemorative,記念の,0.0,0,0
plaque,盾,0.0,0,0
mark,記念する、印をつける、記す、的、足跡、記録,0.5,1,1
occasion,特別な行事、（なにかが起こる）時、好機,0.0,0,0
establishment,施設、設立、確立,0.0,0,1
serve,（食事を）出す、サービスを提供する、役割を果たす,0.0,0,0
authentic,本物の,0.0,0,0
cuisine,料理,0.0,0,1
moderate,適度の、ほどほどの,0.0,0,0
landmark,名所、目印、重要な出来事,0.0,0,0
demolish,解体する、取り壊す,0.0,0,0
despite,～にも関わらず,0.0,0,0
vigorous,精力的な、活気のある,0.0,0,0
save,保存する、節約する、取っておく,0.0,0,0
souvenir,土産物,0.0,0,0
dedicated,特化した、献身的な、専用の,0.0,0,0
exclusively,限定で、独占的に,0.0,0,0
related,関連した,0.0,0,0
definitive,決定版の、最終的な,0.0,0,0
innovation,技術革新、イノベーション,0.0,0,0
comprehensive,統合的な、包括的な,0.0,0,0
aspect,面、局面,0.0,0,0
completion,完了、終了,0.0,0,1
merger,合併、統合,0.0,0,0
dominant,支配的な、圧倒的な,0.0,0,0
supplier,供給業者、納入業者,0.0,0,0
deliver,（演説などを）行う、配達する、届ける,0.0,0,0
keynote,基調となる、基調,0.0,0,0
anniversary,～周年、記念日,0.0,0,0
gala,祝祭、祭り,0.0,0,1
warranty,保証,0.0,0,0
cover,補償する、覆う、報道する、カバー、表紙,0.0,0,0
wear and tear,摩耗,0.0,0,0
routine,所定の、日常の、日常的な作業、日課,0.0,0,0
maintenance,保守点検、維持管理,0.0,0,0
improper,不適切な,0.0,0,0
due to,～が理由で,0.0,0,0
budget,予算、予算に計上する、格安の,0.0,0,0
constraint,制約,0.9333333333333332,14,14
afford,～する、余裕がある、提供する,0.0,0,0
allocate,割り当てる,0.0,0,0
resource,資源,0.0,0,0
compliance,順守,0.0,0,0
term,条件、観点、期間,0.0,0,0
suspend,一時停止する、吊るす,0.0,0,0
delete,削除する,0.0,0,0
account,アカウント、口座、得意先、占める、説明する,0.0,0,0
profession,専門的職業,0.0,0,0
cite,引き合いに出す、引用する、例に挙げる,0.0,0,1
lack,不足、～が不足している,0.0,0,0
adequate,十分な、適切な,0.0,0,1
preparation,準備、用意,0.0,0,0
departure,離脱、逸脱、出発,0.5,1,1
compile,取りまとめる、編集する,0.0,0,0
reference book,参考図書,0.0,0,0
breathtaking,息を呑むほどの、驚くべき,0.0,0,0
lighthouse,灯台,0.0,0,0
exceptional,並外れた、非常に素晴らしい,0.0,0,0
ventilation,換気、風通し,0.0,0,0
optimal,ベストの、最適な,0.0,0,0
comfort,快適さ,0.0,0,0
opponent,反対者、対戦相手,0.0,0,0
bill,議案、請求書、請求書を送る,0.0,0,0
skeptical,懐疑的な、疑い深い,0.0,0,0
whether,～かどうか、～であろうと,0.0,0,0
raise,上げる、集める、高める、昇給,0.0,0,0
minimum,最低限の、最小限の、最低限、最小限,0.0,0,0
wage,賃金、（何かに反対する活動等を）行う,0.0,0,0
boost,押し上げる、引き上げる、後押し、増加,0.0,0,0
consult,（専門家に）相談する、（本などを）参考にする,0.0,0,0
veterinarian,獣医,0.0,0,0
diagnosis,診断,0.0,0,0
cause,原因、大義、引き起こす,0.5,1,1
heavily,すごく、大量に、非常に頻繁に,0.0,0,0
dependent,依存している,0.0,0,0
import,輸入、輸入する,0.5,1,1
vulnerable,脆弱な,0.0,0,0
fluctuation,変動,0.0,0,0
determine,判断する、決定する、決心する,0.0,0,0
viable,実行可能な、うまくいきそうな,0.0,0,0
alternative,代案、代わりになるもの、代わりの,0.0,0,0
assessment,評価、見積もり,0.0,0,0
inaugural,最初の、初回の、就任の,0.0,0,0
issue,（雑誌の）号、課題、（正式に）出す、発行する,0.0,0,0
circulation,発行部数、流通、貸出・返却,0.0,0,0
copy,（本などの）冊・部、（CDなどの）枚、コピー、コピーする,0.0,0,0
distribute,配布する、流通させる,0.0,0,0
region,地域,0.0,0,0
thoughtfully,深く考えて、思慮深く、配慮して,0.0,0,0
meticulously,最新の注意を払って、几帳面に,0.0,0,0
craft,（手作業で）作る、工芸品,0.5,1,1
unique,他にない、独自の、他に類を見ない、特有の,0.0,0,0
convenience,便利さ,0.0,0,0
share,株、占有率、共有する,0.0,0,0
sharply,急激に,0.0,0,0
amid,～の真っ最中に、～に囲まれて,0.0,0,0
speculation,推測、推量,0.0,0,0
impending,間近に迫った、差し迫った,0.0,0,0
acquisition,買収、獲得、入手作品,0.0,0,0
bearer,（小切手などの）持参人,0.0,0,0
entitle,～に資格・権利を与える,0.0,0,0
fertilizer,肥料,0.0,0,0
landscaping,造園,0.0,0,0
individual,個人、個人の、個別の,0.0,0,0
encourage,奨励する、促す,0.0,0,0
re'sume',履歴書,0.0,0,0
portfolio,作品集,0.0,0,0
reference,照会先、照会、照会状、参照,0.0,0,0
personnel,人事部、職員、従業員,0.0,0,0
pharmaceutical,製薬の,0.0,0,0
initiate,始める,0.0,0,0
voluntary,自主的な、任意の,0.0,0,0
recall,回収、回収する、思い出す,0.0,0,0
cough,せき,0.0,0,0
medication,薬,0.0,0,0
host,主催する、司会をする、司会者、主催者,0.5,1,1
reception,パーティ、受付、受信状況、受け入れ,0.5,1,1
commemorate,祝う、記念する,0.0,0,0
anticipated,待ち望まれた、予期された,0.0,0,0
opening,オープン、仕事の空き、オープニングの,0.0,0,0
flagship store,旗艦店,0.0,0,0
eager,～したがる、熱望する,0.0,0,0
forge,築く、構築する,0.0,0,0
mutually,互いに、相互に,0.0,0,1
beneficial,有益な,0.0,0,0
prosperous,反映している、裕福な,0.0,0,0
relationship,関係,0.0,0,0
author,著者、作者、（本を）書く,0.0,0,0
acclaimed,絶賛されている,0.0,0,0
appear,掲載される、現れる、～のように思える,0.0,0,0
numerous,数多くの,0.0,0,0
anthology,選集、アンソロジー,0.0,0,0
former,前の、かつての、前者,0.0,0,0
agree,同意する、同感である,0.5,1,1
affiliated,関連のある、提携した,0.0,0,0
shareholder,株主,0.0,0,0
traffic,交通,0.0,0,0
restrict,制限する,0.0,0,0
detour,回り道、遠回りする,0.0,0,0
in place,用意されている、所定の一に,0.0,0,1
repave,再舗装する,0.0,0,0
urge,強く促す,0.0,0,0
commuter,通勤者,0.0,0,0
alternative,代わりの、代案、代わりになるもの,0.0,0,0
adjust,調整する、調節する,0.0,0,0
accordingly,それに応じて、結果として,0.0,0,0
replace,取って代わる、交換する、後任となる,0.0,0,0
cubicle,（区切られた）個別の作業スペース,0.0,0,0
aim,目指す、狙う、目標、狙い,0.0,0,0
reduce,減らす、（値段を）下げる,0.0,0,0
foster,促進する、養う,0.0,0,0
collaboration,協力、協同,0.0,0,0
innovative,革新的な,0.0,0,0
start-up,ベンチャー企業、スタートアップ,0.0,0,0
represent,代表を務める、相当する、表す,0.0,0,0
shortlist,最終候補のリストに挙げる,0.0,0,0
compete,競う,0.0,0,0
lucrative,もうかる、利益の上がる、高額の,0.0,0,0
recent,最近の,0.0,0,0
suggest,示唆する、提案する,0.0,0,0
beverage,飲料,0.0,0,0
endorse,推薦する、支持する、裏書きする,0.0,0,0
celebrity,有名人,0.0,0,0
unhealthy,健康に悪い、不健康な,0.0,0,0
insurance,保険,0.0,0,0
initial,初めの、当初の、頭文字,0.0,0,0
consultation,相談,0.0,0,0
expedite,早める、促進させる,0.0,0,0
reimbursement,払い戻し,0.0,0,0
light rail,ライトレール,0.0,0,0
not only X but also Y,XだけでなくYも,0.0,0,0
alleviate,軽減する、和らげる,0.0,0,0
enviromental pollution,環境汚染,0.0,0,0
enhance,向上させる、強化する,0.0,0,0
economic,経済の、経済上の,0.0,0,0
development,成長、開発、出来事、住宅地,0.0,0,0
cancel,キャンセルする、中止する,0.0,0,0
prior to,～の前に,0.0,0,0
rafting,川下り,0.0,0,0
forfeit,募集される、剥奪される、罰金、犠牲,0.0,0,0
prepaid,前払いの,0.0,0,0
dilute,薄める,0.0,0,0
detergent,洗剤,0.0,0,1
ratio,比率,0.0,0,0
depend on,～次第だ、～に頼る,0.0,0,0
degree,程度、学位、度,0.0,0,0
contamination,汚れ,0.0,0,0
in addition to,～に加えて,0.0,0,0
saving,節約、値引き、貯蓄,0.0,0,0
carpool,相乗り、相乗りする,0.0,0,0
ease,やわらげる、容易にする、容易さ、たやすさ,0.0,0,0
traffic congestion,交通渋滞,0.0,0,0
editor,編集者,0.0,0,0
revenue,収入、収益,0.0,0,0
subscriber,購読者、加入者,0.0,0,1
avid,熱心な、熱烈な,0.0,0,0
literature,文学,0.0,0,0
showcase,披露する、お披露目の場、ショーケース,0.0,0,0
a variety of,さまざまな,0.0,0,0
memorabilia,記念品、思い出の品,0.0,0,0
exhibition,展示会、展示物、展示,0.5,1,1
prove,わかる、判明する、証明する,0.0,0,0
extend,延長する、表す,0.0,0,0
at least,少なくとも,0.0,0,0
prospective,見込みのある、将来の,0.0,0,0
vendor,業者、露天商,0.0,0,0
turn in,提出する,0.0,0,0
itemize,項目別にする,0.0,0,0
merchandise,商品,0.0,0,0
garment,衣料品,0.0,0,0
synthetic,合成の,0.0,0,0
fabric,記事、繊維,0.0,0,0
durable,耐久性がある、丈夫な,0.0,0,0
resistant,耐えられる、抵抗力のある,0.5,1,1
graduate,大学院の、卒業する、卒業生,0.0,0,0
degree,学位、程度、度,0.5,1,1
desirable,望ましい,0.0,0,0
mandatory,必須の、義務の、強制の,0.0,0,0
commensurate,比例した、釣り合った、見合った,0.0,0,0
credentials,資格、経歴、資産,0.0,0,1
appreciate,ありがたく思う、感謝する,0.0,0,0
candid,素直な,0.0,0,0
appraisal,評価、査定,0.0,0,0
qualification,資格、適正,0.0,0,0
strength,長所、強さ、強度。濃さ,0.0,0,0
imperative,非常に重要な、急を要する,0.0,0,0
agreement,合意、契約、同意,0.0,0,0
reach,達する、連絡を取る、到達する、手をのばす,0.5,1,1
matter,問題、事柄、重要である,0.0,0,0
minimize,最小限に抑える、最小化する,0.0,0,0
further,さらなる、さらに,0.0,0,0
disruption,混乱、妨げ,0.0,0,0
versatile,多用途の、多才な,0.0,0,0
sturdy,頑丈な、丈夫な,0.0,0,0
withstand,耐える,0.0,0,0
harsh,厳しい,0.0,0,0
quarterly,四半期の、季刊誌,0.0,0,0
earnings,収入,0.5,1,1
ahead of schedule,予定より早く,0.0,0,0
figure,数値、人物,0.0,0,0
slightly,わずかに、少し,0.0,0,0
surpass,上回る、超える,0.0,0,0
prediction,予測、予言,0.0,0,0
graduate,卒業する、卒業生、大学院の,0.0,0,0
prestigious,名高い、名門の,0.0,0,0
culinary,料理の,0.0,0,0
institute,機関、導入する,0.0,0,1
renowned,高名な、著名な,0.0,0,0
qualified,資格のある、適任の,0.0,0,0
diligent,勤勉な、真面目な,0.0,0,0
dependable,信頼できる,0.0,0,0
punctual,時間を守る、時間通りの,0.0,0,0
neither X nor Y,XもYも～ない,0.0,0,0
managerial,管理職の、経営上の,0.0,0,0
practical,実務の、実際の、実用的な,0.0,0,0
unprecedented,前例のない,0.0,0,0
consecutive,連続した,0.0,0,0
profit,利益、利益を与える,0.0,0,0
in spite of,～にもかかわらず,0.0,0,0
adverse,よくない、不利な,0.0,0,0
insulation,（音、熱などを）防ぐこと,0.0,0,0
complain,文句を言う,0.0,0,0
hallway,廊下,0.0,0,0
objectionable,不快な、気に触る,0.0,0,1
encounter,直面する、遭う、出くわす、出会い,0.0,0,0
delay,遅れ、遅らせる,0.0,0,0
inclement,荒れ模様の,0.0,0,1
mechanical,機械の,0.0,0,0
malfunction,故障、故障する,0.0,0,0
any number of,たくさんの、いくらでも,0.0,0,0
unwavering,たゆまぬ、揺るがぬ、断固とした,0.0,0,0
exponentially,加速度的に、指数関数的に,0.0,0,0
